Text,Emotion
i was years old at one time knowing my dad wasnt coming home and its the worst feeling i have ever felt and ive hated you since and it wont ever change,anger
i just feel resentful and show my resentment by eating tempura and sundaes,anger
i feel the cold more than him,anger
i admittedly feel like crap and want to sleep all day and am so cranky i just want to yell at everyone,anger
i remember feeling annoyed but also wondering if i shouldn t stop and buy something,anger
i think i have made it known how i feel about cold weather we are not friends i am ready for winter to be finished please please be finished,anger
i can assume they are not feeling the cold like i am their water is not frozen they have plenty of feed though they eschew this in favor of foraging and scratch,anger
i feel like a total bitchy person today yay,anger
i feel a little tortured and lost,anger
at one of my close friends saying she didnt like the way i am nice to people i dont know,anger
i would feel resentful toward patrick because i couldnt read avery her nightly books with just her and me,anger
i didnt even have time to feel jealous i was so busy pinning her pictures and writing down a href http nanashi,anger
im feeling annoyed to add on i dont feel important or whatever shit anymore,anger
i feel very annoyed with this kind of people who comment and try to be so philosophy on their religion,anger
i feel fucked church of fuck luminaries swinelord are back with a deluxe r,anger
i can get to the bottom of this feeling and not just berate myself for feeling dissatisfied,anger
a gigantic spider climbed over my face and what is more in my own flat,anger
i don t really feel all that bothered by it to be honest,anger
i guess you could say i am teeter totering right now on the edge and i feel like im dangerous,anger
i no longer have that angst inside me the kind of yelping passion and feeling of being wronged or what have you that drove my initial connection to emo,anger
i feel like if i was here long enough i would have my emotions back b c i could either be so stressed out by the people that i cant hide my emotions or that i would have my support back and feeling would be safe again esp without uw school work,anger
i admit i was feeling agitated so when hubby asked me if i want to join them for a drink i agreed,anger
i find myself feeling irritable or depleted i run through a mental checklist have i worked out,anger
i was snapping at everybody and feeling very grumpy in general,anger
i guess the mild pain had made me feel even more impatient to just get on with it,anger
im down to blogging again simply because im feeling very distracted though im suppose to study cell bio now,anger
i feel about this band perhaps i m too distracted by the hardcore dancers flailing around,anger
i am going to feel annoyed with myself,anger
i couldnt get to sleep i was feeling quite irritable and restless and every time i was dropping off to sleep a mosquito would land on my face or squeal around my ear,anger
i love this projector it is old it has an old smell to it not displeasing just old and slightly musty it is from the early s i feel like i am in my own little episode of mad men when we set it up to watch something on it,anger
i also hope you understand why i feel so angry with you when you dont support the hat rule or when you turn up at a school event sans hat yourself,anger
im feeling pissed and sad right now,anger
i feel blackburn will be a stubborn team against blackpool and holloway will want a positive reaction in this game even if they don get a result,anger
i get another call from a frantic junior for my file and i obviously refused ta help her and now im feeling like i was too rude i mean i jz went like yeah sorry i just dont do that,anger
i feel rebellious and think let them do so,anger
i feel not offended in any form and should not make this big and in the end it doesnt bother me at all but ive learned to show some balls in the past and say what i think not anonymous so if we would give some weight to the content of these comments there would be the questions what is behind it,anger
i feel those feelings coming back all those hateful jealous paranoid feelings that used to torture me relentlessly,anger
i guess that s where the phrase down in the dumps comes from try this think of something that is mildly upsetting for you some sort of negative emotion perhaps you were stuck in traffic or there was something on the news this morning that made you feel a bit grumpy,anger
i feel though its pretty dangerous to to apply one strategy to match,anger
i play it i have more different feelings around a cold grim back drop,anger
i feel cranky and annoyed when i dont,anger
i was a touch pissed off that janine appears to have totally forgotten my birthday i feel a sarcastic comment in her card next week to make up for it,anger
i tend not to want to cook if i feel grumpy or tired or just stressed,anger
i seek the presence of people of conscience and i feel around me the optimism of youth with its stubborn refusal to accept a fate forced upon it,anger
i want to be to be worthy of them especially when i m feeling the sarcastic crone,anger
i am just remembering it now and i should have told him it was birthday but i am such a selfish idiot and was feeling jealous of all the people who met nao,anger
i feel so fucked up these days,anger
i hate feeling so fucked up all the time because of this,anger
i stand by that he is actually annoying giggle i also acknowledge that i have been feeling very dissatisfied,anger
i like to buck the system and climb on my soapbox when i feel wronged or see others wronged but for the most part i am more comfortable with a society that accepts certain behaviors as moral truths,anger
i have noticed that if i go with out i start to feel irritated at him or easily annoyed by the things he does i feel this tiny ache inside of me almost unnoticeable the first few days as if a tiny hair had burrowed its way into my foot,anger
i feel insulted video pete edochie responds to death hoax i feel insulted a href http olajideolafunmbi,anger
i feel like i ve been distracted all day or i ve been dealing more with fiddly necessities than actual creative work then i ll feel like the day s been wasted,anger
i feel like everything is just so fucked,anger
i shouldve stopped feeling envious she has her own life i knew it but its still so hard,anger
i were to create a piece similar to this again i would improve on it by spending more time on the background as i feel i rushed this and it could have been more detailed,anger
i bet you are feeling really mad and hurt,anger
i feel distracted or scattered i take a few moments to close my eyes and just breathe,anger
i was down feeling greedy and depressed,anger
i mean weve been friends for a long time and these things are not new to me but right now it feels like all i ever want to do is just roll my eyes at everything you say and tell you how obnoxious youre being,anger
i have a reminder of the joy and peace i feel in his arms i am tortured,anger
i feel equally morally outraged regardless of whether its michigans or new yorks governor sleeping with prostitutes behind his wifes and daughters backs,anger
i feel equally wronged,anger
i still feel dissatisfied,anger
i apologise in advance i m feeling somewhat angered and stressed and the following is just going to have to come out,anger
i was feeling too agitated to read and it was too hot out to walk,anger
i know that tenge will get me to and from almost anywhere so if i am feeling impatient i offer more,anger
i never knew it hurt his feelings i just thought he was being sarcastic in return,anger
i feel annoyed but its because im afraid i wont be able to speak well just like them,anger
i feel resentful about my education rel bookmark why i feel resentful about my education a class entry author href http liveagainsttheflow,anger
i am not even italian but i feel outraged by the stupidity of ppl on this blog,anger
i feel so mad i feel so angry i feel so callous so lost confused again i feel so cheap so used unfaithful let s start over let s start over let s start over,anger
i feel like a distracted robot,anger
i posted this lovely picture on instagram and was feeling slightly rebellious walking on that plane feeling,anger
i feel i hate him like i have never ever hated anyone like that but i cant stop looking at his existing symbol,anger
i guess she didnt feel the need to rescue her son from the vicious man eaters,anger
im feeling very frustrated with my novel in progress right now and i cant even decide why,anger
i did this especially feels strongly at the moment with gina who just died but had as fucked up as a family as you could ever imagine and wrote me letters during my misgivings and insecure times about how my love was enough,anger
i almost feel hated by everyone,anger
at a certain situation i felt myself neglected and undeservedly harmed,anger
im feeling all kinds of conflicted about the bit with his rather violent reaction towards the paparazzi over that zq jcho cpine lunch,anger
i also feel it can be rude to see your family doctor out and about and approach them together with your ailments,anger
i feel they are the last of the tortured fandoms remaining save saints football fans but thats the wrong sport,anger
i am feeling so grumpy today,anger
i am feeling rebellious which is often i suppose,anger
i guess thats why i bought some black nail varnish cos i was feeling rebellious,anger
i feel a little calmer im more irritable and impatient than before,anger
i hope i did not make you feel greedy o shit i hope i did not make you feel greedy or whore like sniiiiifff honey i was just trying to make you feel loved and happy,anger
im feeling a tad rebellious right now,anger
i glanced out the window at the people strolling on the sidewalks carefree suddenly feeling envious of them for reasons i couldn t explain,anger
i feel a bit dissatisfied with my current network,anger
i feel like im not as stubborn,anger
i could be feeling this way from the cold medicine ive been taking for this chest sinus cold,anger
i walk away feeling dissatisfied like i ve waited for my caffeine hit only to get a decaf,anger
i may not be completely sure on a lot of things but i am a very opinionated person and when i have opinions on something i feel very strongly about them and i can be very stubborn when it comes to them especially when it comes to politics,anger
i didn t even feel cranky about it,anger
i need to reflect on why i feel irritated,anger
i was feeling angry and jealous and deceived,anger
i know some people may cringe but when i feel something in me i have to say it and if you wanna get mad well get mad,anger
i feel we are getting into dangerous territory when we simply ignore the parts of the constitution we don t want to follow or create extra constitutional bureaucracies,anger
i am feeling resentful it is my choice and i can choose to do things differently next time or even change my choice now,anger
getting a low grade on my physics midterm,anger
i cant shake off my feelings of being offended and hurt no matter how hard i try and the conversation keeps consuming my every thought,anger
i try explaining my feelings and someone dismisses them blindly i feel frustrated and disinterested in discussing my opinions because they cannot put themselves in my place and know what i have experienced by living there,anger
i feel like a dangerous animal as i prowl out of the jungle and onto the warm sand of this deserted island,anger
i feel like i do for every one and the only one who does for me does it with an attitude and is aggravated to be asked,anger
i do give up at times when i feel there s no point in a friendship when one cant be bothered,anger
im feeling disgusted already but seriously though i dont really like to have my pictures taken cause ive always referred to myself as ugly,anger
i went back to work feeling agitated and lazy which transformed into this state where i just yelled i dont know,anger
im feeling rebellious amp ive missed the last couple of ffs on twitter so i thought id share two blogs that ive been loving recently,anger
i feel more irritable and i feel more sensible now than ever,anger
i resorted to yesterday the post peak day of illness when i was still housebound but feeling agitated and peckish for brew a href http pics,anger
i want to tell him how i feel how disgusted i am that he can hurt my husband the way he does and then just laugh about it how he treats his grandchildren how he treated my husbands mum and just scream at him to stop being such a selfish bastard because the world does not revolve around him,anger
i feel profoundly insulted by this anime how dumb does it think we are,anger
i really don t feel all that bothered by the north london derby,anger
i feel so impatient and sometimes i feel thankful that god gave me more time for the moulding of my heart,anger
i feel a bit more energized today and less grouchy,anger
i know i shouldnt be reacting this way to it all but i cant help it and i feel terribly petty and horrid but this is the way im reacting and i have to deal with it,anger
i can t even feel outraged by it,anger
i don t feel stressed,anger
i have to admit to feeling pretty envious of the commuters there a south african summer has got to be a tad more reliable than a british one,anger
im sure she left feeling angry and unhappy but she also caused members of staff to feel angry aggressive and upset hurt as her final say was a personal attack to say we were awful individuals with bad attitudes,anger
i feel that disdain from him when i acted as if id been wronged by him,anger
i was feeling pretty cranky about it but when i called the garage door guy this morning he said that his scheduler wasnt in because her husband had a massive heart attack over the weekend hes okay so he couldnt give me a time the repairman will call before he comes,anger
i want to wimp out on feeling outraged,anger
i feel that the life issue and posts like this one will just be met with violent and angry rhetoric,anger
i am posting about a past event where i am feeling like i should be insulted,anger
i know this is not specific for me and almost everyone else has a similar experience but i still can t help but feel appalled,anger
i start to feel agitated,anger
im fine mary anne answered feeling a little impatient,anger
i am feeling impatient in so many ways but i am equally aware that it is important to learn all i can while im in this season,anger
i feel like todd is getting too stressed or tired with caleb i will take him because i dont want caleb to feel that frustration,anger
i feel far too distracted to actually write anything of substance,anger
im feeling really stressed at work too because theyre piling so much stuff for me to do and expect me to do all this creative stuff or decorate or make this,anger
i say it when im stressed feeling bitchy when im slacking in the toilet or when i feel constipated,anger
i did not care much about the number of viewers and the viewer ratings before but as the drama iris gained huge success i began to feel greedy about being successful,anger
im most afraid of i already feel slightly out of place at cru because while most of them will say they are my friend very few of them bothered to reach out and ask how things were going in australia,anger
i was feeling irate and extremely uncomfortable,anger
i would feel a violent stab of loneliness,anger
i feel so petty who one of my first colleagues had not nice things to say about when i first asked for any contacts for investment banks from before i arrived at this job,anger
im feeling distracted and a little bit flighty,anger
i feel mad sad and discouraged there is something so marvelous about the lord jesus something about the holy word of god that ignites my soul with hope to once again keep moving forward,anger
i would not knowingly wound the feelings of any not even one who may have wronged me but would seek to do him good and make him my friend,anger
i wasnt going to post anything about his death because i made me feel mad and shitty,anger
i feel like you didnt really care that alexis did that to me and you were irritated that i was even telling you,anger
i suppose in some ways i should feel irritated that if she knew why didn t she do anything to help me with this lone cause i was feeling,anger
i am also feeling a bit bitchy about the way things are when we have conversations and others are around,anger
i need nine hours but it s true and if i get less even seven hours which is supposed to be the norm and which some people consider a lot i feel grumpy unhappy and seriously unmotivated,anger
id start feeling resentful that i lived in a part of the country where the sun stubbornly refuses to show itself after the end of september,anger
i feel so insulted because of a woman,anger
i feel like the legality of our marriage is in tatters thanks to all the hateful lies and messaging from the prop campaign,anger
i am feeling bitchy cross whatever,anger
i began to feel bitter towards them,anger
i feel like karen is being far too greedy pushy demanding on all fronts,anger
i really thought i was because i liked what i was feeling when in all actuality i hated his personality,anger
i feel sooo bitchy that i made out with devin,anger
i feel like people think im just being selfish with my gender if that makes sense,anger
i feel bitchy i guess,anger
i had no idea i was giving off this vibe but i feel like this is a pretty dangerous vibe to be giving off all willy nilly,anger
i talk about in this essay is that people feel differently about poetry when they re angry or sad,anger
i also feel a little selfish when i get excited about hitting it off with our friends friends because it makes me feel victorious in our choices,anger
i have an interest in a relationship with the person long term and an end goal in mind little spats here and there in which i feel i have been wronged are really of rather little consequence in the grand scheme of things,anger
i wanted to say something to her but it was just a bad vibe and i was feeling hostile didnt think it was a good night to do so,anger
i feel and im irritated by it,anger
i swamp uncaring unfeeling fucked up apathetic humanbeings who wont pull their heads out of their asses long enough to turn around and look at me and say i see you,anger
im feeling so pissed off now,anger
i feel like im selfish,anger
i was feeling irritated with the supposed guy who wasting my valuable time talking to a lady,anger
i want to not feel angry because i haven t the right to feel that way,anger
i feel incredibly slacking mrs greedy guts is still in desperate search for an unspoilt base on her career ladder,anger
i wanted other women to feel envious of my figure and say oooh youd never guess youd just had a baby,anger
i feel the cold mostly in my arms and torso,anger
i have a feeling i shall go mad,anger
im in the car with my roommate and her family i feel like im being all rude because i have to call her and my dad so that my dad can give her directions and she keeps asking what she needs to bring,anger
i feel annoyed by that girl,anger
i feel the eyes on me the hateful eyes on the other side of the glass that belong to the family members of my beautiful victims,anger
i feel spiteful toward him,anger
i feel it is rude of me to ask,anger
i feel hated by my parents,anger
i still feel jealous of my friends when their moms talk politely with them,anger
i don t know i just had this gut feeling and it just really bothered me he said,anger
i feel is most dangerous is people dismissing these disconnects and not considering them trials equal to the physical hardships of the revered pioneers,anger
i surmise that after i have made myself sick one too many times on take out and sitcom re runs that i will come around again into feeling dissatisfied with a stationary life without much forward motion,anger
i just feel like its rude,anger
i feel that if he hadnt appeared out of nowhere and distracted me i would have noticed the light change and none of this would have happened,anger
ive realized over the last few months that i generally tend to feel tremendously dissatisfied after having sex with him,anger
i feel rather pissed off,anger
i like to pray a decade whenever im feeling stressed or scared,anger
i feel vicious and sleepy,anger
i say that i feel like im hated,anger
i haven t done it in a couple years and now i feel like i m at a place where i hated it when i was doing it but i wish i could do it again,anger
i never want to be rude even when i feel someone has been rude to me and even then i don t want to i feel like i need to like if i don t crush the offender thoroughly i will be left in tears in front of everyone because i am so sensitive,anger
i feel even more bothered because here i am being bothered by this when the boy probably isn t even thinking about this,anger
i am feeling jealous i remind myself of this story and it keeps me on the path to better living,anger
ive had my ass handed to me by murt and im starting to feel fucked but just a little,anger
i stropped about for a bit feeling grumpy because i was missing out,anger
i kept staring at her quivering flower feeling that it was like a violent flower in time lapse photography a flower shivering with vigorous growth as it accelerated out to the flickering sun racing sky heralding the end of our relationship before it had even started,anger
ive had a long road of that initially feeling like i was being rude for turning down food that was made brought for me and sometimes eating stuff because it was gluten free and looked delicious even if it maybe wasnt what i felt good about eating some really mediocre wedding cake for example,anger
i am sitting here typing this and wondering where i belong feeling distracted feeling comfortable feeling misunderstood and hurt,anger
i might be able to recreate the feeling when i get back into the cold fog that awaits me tomorrow night,anger
i feel like i am despised,anger
i feel the weight of my single dom pulling me under like a dangerous rip tide that is relentlessly surrounding every inch of my body,anger
i feel fucked,anger
i feel rather stressed for the preparations for prom night,anger
i remember as a child feeling totally scandalized and outraged when i found out that girls didnt play in the nfl,anger
i feel angry im happy,anger
i keep coming back to it but it feels awfully selfish of me to feel this low this negative when there are so many in far worse positions than i,anger
i woke up today feeling pissed off,anger
i wanted both but i feel greedy,anger
i feel any team pretty dangerous in playoffs york left wing ruslan fedotenko notes said,anger
i tend to stop breathing when i m feeling stressed,anger
i seriously considered pulling the offer and i was feeling that we rushed into it all too quickly,anger
i feel tortured because i am not allowed to enjoy food the way my friend can,anger
i was feeling grouchy and everything for the past few weeks but yesterday was such a happy day,anger
i was dwelling on the current state of my life i was unsure about my place in life and what i was going to do with it and i was feeling a bit bitter at god because of it,anger
i can listen to it and feel dissatisfied,anger
i dunno the word im even looking for i guess because im not exactly how i feel im selfish i know,anger
i feel envious that they can keep their posts regular and interesting and wish that i could feel this way to,anger
i could have checked it down to the back and i feel like i got greedy and took a shot at the endzone and didn t throw the right ball i wanted to throw and then it got picked off,anger
i feel that the out of people that i encounter in the day that are rude and mean to me for no reason at all,anger
i feel and bring him and coming against a savage the wax doll in the clouds blown across to tak my own feeling that be the bare feet were they were moving fast as i brought it as i love in a time for he yet i made him,anger
i was feeling resentful enough to want to write about it here which means i need to work on look getting my hackles raised when others judge me,anger
im a marketer and i couldnt be bothered to investigate further which makes me feel that consumers probably cant be bothered either,anger
i am sure the pleasure of living in the open air with the sky for a roof and the ground for a table is part of the same feeling it is the savage returning to his wild and native habits,anger
i just need to express my feeling badly ignore this if i offended you,anger
i feel hated i feel like i dont belong and more and more i feel that i want to die,anger
im not feeling obnoxious with myself anymore,anger
i feel my mom is simply feeling greedy is the lack of this reaction when her mom left the same type of will,anger
i have to admit that i was feeling distracted by the fact that i was blocking traffic,anger
i just didnt feel like taking her bitchy attitude,anger
i am feeling rushed or overwhelmed to have the perfect house that my brain explodes and all proper decision making skills get lost in the debris,anger
i tend to feel a bit cranky when i ve gone for a few days without making art,anger
i would like you to start with asking yourself these questions with you feel stressed,anger
im feeling rather impatient with these rainbows bursting in my veins,anger
i think about it more i have been feeling symptoms of a cold and headaches for the last couple days,anger
i sort of suspected i was going to feel resentful and not really show my best side,anger
im feeling so irritable about todays class,anger
i feel like my dream is so selfish,anger
i am standing so close to said cow her name is gabriella btw i feel rude calling her a cow,anger
ive just watched the above video for the first time and feel a bit bitchy for doing so but here are some of my thoughts on her outfits,anger
i feel angry at him for being so selfish and giving me absolutely nothing to go on,anger
im feeling very sarcastic today,anger
i started to feel cold like symptoms of light nausea cough and tiredness,anger
i listen to dubstep when im feeling damn irritated,anger
i often feel bothered by it by my inability to stop loving people no matter how much time passes or how deeply they wrong me,anger
i have really come up against some intense struggles since moving in here and i have to say i am very proud at the way we are giving each other the respect to feel however we need to feel mad stressed whatever and yet we still pull together to fix the issue,anger
i don t feel petty,anger
i am feeling very cranky this christmas,anger
i got the feeling she hated that that i would not admit it let it in i know ive hated every single obstacle that kept it from her every single leaden block that kept being placed in our once clear path to one anothers arms,anger
i feel like a cold object with no identity,anger
i could genuinely connect and enjoy instead of withdrawing and feeling resentful,anger
im just feeling rebellious,anger
i feel an angel steal me from the greedy jaws of death and chance and pull me in with steady hands theyve given me a second chance the artist in the ambulance can we pick you off the ground more than flashing lights and sound,anger
i have seen you fall asleep climbing back into bed before you were even horizontal and now i am awake and my neck is cramped and i am feeling hostile and cheated,anger
i feel as if i m one of the stubborn ones,anger
i feel hated and isolated but it doesn t hurt,anger
i established a rule with my comp that we don t end planning session at the end of the day until we resolve all conflicts or any feelings of anger or anything that bothered one of us to each other and fix whatever it was,anger
i feel a bit jealous because i been trying to date him long time ago but he doesnt want me,anger
i p i could sit here and beat myself up over it all but im feeling far to rebellious for that today basically im feeling angry at the world and at myself all at the same time,anger
i didnt feel she was being selfish and completely understood where she was coming from,anger
i feel hateful sometimes,anger
i am feeling a little stressed as aaron has friends over for a sleep over,anger
i can stop feeling jealous,anger
i guess i feel that the things i wrote about were so petty and small that im kind of embarrassed to go back through them,anger
i feel so tortured,anger
i feel sarcastic more often than not,anger
im not feeling violent im feeling creative with weapons,anger
i just try not to talk to anyone when i feel irritable like that,anger
i really am feeling so impatient,anger
i don t a feel like an idiot and b not get illogically mad at people for going to bed too early sorry for the anger family,anger
i feel so so tortured by looking at the lecture notes and nothing is going in except for my holiday plans,anger
i think they feel somehow offended because the christians played a big part in destroying the earlier cultures religions and mythologies,anger
i did on weekends was sleep and feel bitter about the world,anger
i know it seems strange writing to you after all this time and i honestly feel appalled at my behavior as a mother,anger
i also find that if youre feeling cold then get out the broom and scrubbing brush some vinegar and old newspapers and give the house a going over,anger
i could give it away but im feeling greedy at the moment,anger
i was feeling pretty hateful towards my refrigerator as i cleaned it,anger
i used to always feel jealous about most things they received from compliments to some valuable stuffs,anger
i bet almost each of us though once in their life ever had this kind of feeling called jealous,anger
i feel very dissatisfied with myself,anger
im feeling bitter towards them god,anger
i feel selfish on the days i dont feel well and want to be left alone in my misery,anger
i had a feeling you were being sarcastic but ivspirit a href http translatethis,anger
i gotta feeling da bul taewuhbeoryeo burn it up i gotta feeling niga ulbujitneun nal ah neoneun wiheomhae gal ttaekkaji gatsseo get away woooo becuz i m cuz i m dangerous b,anger
im feeling very bitter against knight in shining denim because i asked him a year ago to go to the gym with me and he wouldnt spend the money,anger
i feel bitter but i want to rise up,anger
i feel the eyes of many turn away disgusted by the self indulgence the audacity of a british woman to admit this point of failure,anger
i write what i feel if you get annoyed and sick of this simply close the tab,anger
i didn t wish to be the president i hardly know these people and i got the feeling that they hated me for being quiet and not smiling,anger
i keep seeing facebook updates of friends who get to go and i am feeling rather envious,anger
i hate that feeling and its making me antsy and irritable,anger
i wanted to make sure i didnt feel rushed getting to century college on friday afternoon,anger
my sister once stole my mothers money and made her very angry after this my mother would beat her up for unreasonable reasons one day my sister lent her book to a friend without telling my mother about it when my mother learnt this she beat her up and even threatened her with a pair of scissors,anger
i feel agitated about it,anger
i feel disrespected and insulted,anger
i feel like i shouldnt bother people with these petty stupid little pathetic thoughts i feel like no one really would care to know what really goes on inside my head,anger
i have found the perfect remedy for anyone feeling stressed or conflicted about the future its the a href http www,anger
im creature of feelings i evaluate life on my feelings dangerous,anger
im not quite sure what it is but its a feeling specially for you and its nothing hostile,anger
i cant even get through schindlers list much less see the actual death chambers and feel the ghosts of the tortured around me,anger
when i ate a rotten apple,anger
i was feeling mad,anger
i love rocking her to sleep at nap time during the day and not feeling rushed or exhausted,anger
i feel disgusted by the ugliness of the current society,anger
i am feeling so nothing that i am not even getting agitated anymore,anger
im feeling easily irritable lately too,anger
i made it and enjoyed most of my run but now i m feeling greedy,anger
i kinda like you when i saw hannah montana but since you broke up with nick i feel like you are so a heartless person,anger
i plot that makes the reader feel like he is with owen morgan during his dangerous undertaking,anger
i realized that constantly checking my phone and multitasking made me feel rushed and ragged by the time i reached my destination even if i was talking to someone i really like,anger
i could barely leave the house and i was feeling a lot of isolation and i hated the lack of control i had over my own life because everyone else i knew was moving on with theirs,anger
i like to pull out when i ever i feel like being snobbish about my musical tastes,anger
i feel rebellious a little annoyed mad caged in,anger
i feel that someone is being rude or has wrongly done something to me i lose it,anger
i feel like popping them in the face with my fist because they re obnoxious,anger
i men zhu said is snapbacks cheap i also feel here too dangerous at present for the sake of under the door of safety since see or leave this green lotus temple first wholesale obey snapback hats,anger
i have been feeling grumpy for the past few days and i just dont feel like being my upbeat self here on my blog,anger
i write i feel a little dissatisfied,anger
i feel she was wronged,anger
i feel like ive been sooo distracted and i need to regain my focus again,anger
i feel more and more dissatisfied with each passing weekend,anger
i was feeling all resentful that id been given such a boring assignment and,anger
i was beginning to feel fear nevertheless a stubborn person i am i swept the superstition away but i reminded myself to pay extra caution,anger
i wonder how it feels to have angered and disappointed millions of people in one morning,anger
i might be feeling a bit cranky,anger
i used to feel as if i would be hated and whatever so i kept quiet about god,anger
i know the environment i live in we all smile and politely wave but i have my moments of feeling absolutely appalled at how shortsighted people can be,anger
i look at him and say nicely and friendly well im sorry you feel that way i do apologize to you this angered him more and he stormed out saying i dont need this shit not a good night overall but im off till friday thankfully,anger
i feel insulted by this that he doesnt even respect me enough to let me know hes not coming not until i indicated i was going to bed,anger
i feel disgusted with my body,anger
i did not feel like i was on the edge and it got to a point where i wasn t bothered about who wins and to hell with it whether this fight will even end,anger
i had just eaten a particularly dreadful railway burger and so was feeling irritated before i even read his remarks hence my suggestion that he was only a so called environment secretary,anger
i am feeling impatient and would just like to get on with life i am in no hurry to push myself right back into illness,anger
i just feel so wronged and sad that i cant even have the space i want,anger
i feel like the most hated person on the planet for turning brendon down,anger
i completely lose ability to segregate my feelings with my actions is when they are rude and hurtful to their father and my husband who is also my hero and best friend and heart,anger
i still feel somewhat dissatisfied with myself,anger
i cannot remember in which mix i heard this first and not remembering it is making me feeling all irritable,anger
i really hate this feeling when you really give so much damn about someone but really all that person show you is just simply like they cant be bothered with you,anger
i took part in a football match the referee was extremely partial to the opposite team this stirred up my discontent and anger,anger
i feel so fucked up most of the time because not being able to concentrate on anything amp feeling anxiety all the time about everything makes me stressed apathetic amp i cant handle stress at all,anger
i got this amazing news from tracy today the final covers only chapters no wonder we were feeling so rushed and it seemed we didnt have enough time,anger
i worked thought that it was a good reason to either feel pity for me disgusted at me or more rarely intrigued by me and that was a class of people i didn t care to talk to,anger
i do feel angry,anger
im not sure if all my stuff with andy as in me feeling annoyed at him was just my messed up chemicals,anger
i was over tired and feeling irritable as a result,anger
i am hating myself at the moment because i feel so hateful to another person,anger
i think that even just understanding that there s that history behind it it lends to the explanation of where it s being projected from so it s kind of important to some degree and i never feel offended by people questioning that,anger
heated discussion with spouse concerning new house,anger
i feel frustrated lonely or am having a hard time i think of elf and regain my strength lets spend together you guys and the other member for sure,anger
when a boy tried to fool me so he would be ok trying to show me that he is a gook boy,anger
i feel as though i am living the world of opposites where a long cold winter is a sign of global warming free speech is only free as long as it is practiced in the echo chamber of political correctness and the u,anger
i have begun to feel irrationally resentful and angry towards people,anger
i feel twitchy and physically agitated,anger
i do when i m feeling not too grouchy,anger
i can t relax my heart skips a beat now and then i feel other people s emotions i get irritated when i am pacing around not knowing what i need to do to feel better,anger
i just feel so annoyed with the way our economic job market is set up,anger
i feel i am too stubborn and resistant for therapy,anger
i woke up feeling grouchy and irritable didn t feel settled all day had to remove myself from the patio when the small read his school book and ended up storming out of my own house after discovering he still doesn t flush the toilet,anger
i feel kinda violent today,anger
i feel morally outraged and furious more often than i d like,anger
i feel like i should be hated and that everything that has happened to me is what i deserve,anger
i know it signifies him feeling not dangerous secure and relaxed so i don t guess it is causing him any undue stress,anger
i feel like i should be more bothered by this topic but for some reason im sor,anger
i feel myself redden my manhood has been insulted and it demands satisfaction,anger
i feel so angry that cancer is slowly killing my dad,anger
i hope mine goes well again because at the moment i m unfortunately feeling a bit resentful with the aftermath of the holidays,anger
i remember feeling impatient with her and even struggling to like her at times,anger
i am happy to see that he is off with hopefully a good job but i can t help feel a little greedy,anger
i promised myself that i wont enter anymore giveaways because i feel greedy but i couldnt resist this one,anger
i need some to hold me to hug me like they love me really love me to be there in quiet to just sit to be there just to stop me doing something stupid it cant be my parents cos i know id just run i cant run from other people i feel rude,anger
i see and feel and who knew i could get so angry in putting a key in the lock i want to punch someone s face every single time i put my key in the lock i know that i must keep on going,anger
i get nothing and i really want to feel like if someone likes me for who i am not for my stubborn sister,anger
i already feel the atmosphere around it seems dangerous,anger
i hate how helpless they make me feel so i get stubborn i stop taking them and im fine until im not but by then im so stubborn i cant make myself start up again until i have a really bad episode and scare myself into taking them and then the cycle starts back all over again,anger
i feel vaguely frustrated with the extent that thoughts about cycling invade the space in my mind,anger
i feel angry or resentful all i need do is remind myself that each day sober has been made possible by a fellowship which supports me all the way,anger
i feel like im losing motivation since the scale has been so unkind to me lately and i cannot get that attitude or i will possibly throw away everything ive worked for,anger
i headed there fully expecting them to have been sold out ages ago and that i would find myself staggering back upstairs without them feeling all bitter twisted and disappointed but at least with some of the allocated pennies still lurking in my own bank account,anger
i still feel stressed,anger
i woke up feeling cranky this morning,anger
i feel so resentful and hateful and downright furious about this,anger
i cannot in good conscience encourage my young kids read stuff from someone i feel is so vile no matter how good it is,anger
i feel impatient but much thanks to nic she knows how to calm to me down,anger
im feeling irritable and sick,anger
i would give up feeling fucked to feel neutral,anger
i hear you loud and clear that this is an important issue for you but in the grand scheme of things i cant help but feel that this is so petty,anger
i feel angered because it makes me feel like somewhat of a liar,anger
i feel hated i feel angry i feel very sad i feel like im going to be abandoned i feel angry because i abandoned someone but in reality no one at this age can expect that neither party will be abandoned,anger
i wrong or ridiculous to feel pissed,anger
i take things very personally when i feel wronged even little memories stay with me,anger
i grit my teeth shook my head and spent the next minutes feeling irritated,anger
i feel disgusted with my jealousy and should stop taking example so offensive,anger
i miss yall miss your comments and feedback and feel a little resentful that id had to shut it off due to a few bad apples to folks who just dont understood much as i might be baffled as well by their lives,anger
i dont know if he ever cheated on me but it does looked like it cause he has known her for years and i appear in his life around that time and it makes me feel mad,anger
im with you when your professor looks at you like a spitball when your friend is dying when you cry into your pillow at night when you feel the dangerous tickles of jealousy luring you down into its lair,anger
i was feeling a bit annoyed but it didnt really affect me very much,anger
i found myself feeling so angry,anger
im typing all of these im blowing my nose and feeling extremely cranky,anger
first anatomy lesson,anger
